0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
26.547896979258955,10.749534965557006,12.96904801474388,20.38066392412787,28.05683646982244,27.14727300659185,39.50981414774282,70.4053859350371,45.79206311433284,69.41815494494614,31.450391165910336,0.0,36.339505677293516,3.742528066991356,22.55018330535605,21.212392109264023,36.3352242302687,25.182488862368768,8.169787899885426,36.718997601481206,21.152565748114853
20.49573843876631,47.03436692018836,38.025084589608426,56.59307435735436,56.86383249510968,11.194244291835316,54.31146537009986,81.53497797861188,13.646334471818523,58.471212822145134,57.31447166111428,36.339505677293516,0.0,38.41183624865157,16.633852833848803,47.44422129732315,35.932908264683455,30.58208107947275,28.621019531048702,26.45480433949402,23.99497224772177
26.648364703541624,8.959180456291103,16.35349969342063,18.24748220343454,29.848148635420443,29.82003087005826,36.31124209153232,67.09376566538003,47.04343156732233,67.85080245665034,27.730688373013706,3.742528066991356,38.41183624865157,0.0,25.52707116772399,17.586699974058256,40.07764079139275,23.846351239349328,9.790824910288007,36.175210699183765,24.709178607413037
21.97191977401416,33.136994991658696,21.544455877651597,42.74409143747427,40.23775318276481,5.507524098537811,51.77648217999311,81.84548038782137,29.40722757878818,67.62949844892914,49.82185204615199,22.55018330535605,16.633852833848803,25.52707116772399,0.0,39.14522677966788,24.162416368369023,29.084539503295776,16.60280517829035,32.52555404200515,7.877429460453635
29.206117960821494,19.356750699672308,33.88550207416883,22.005077448675184,44.44577244199675,41.950676212157205,20.15719055725832,50.08732342539736,51.889457211015596,58.36972908999934,10.725898848494877,21.212392109264023,47.44422129732315,17.586699974058256,39.14522677966788,0.0,57.22528564501097,20.65099511460787,22.898505479611753,34.01832570681789,40.65230945400613
46.09509767037315,43.69603842230038,25.637827997036066,51.5972588779019,34.949316100711734,26.95778769916061,73.37106663259122,104.17623269129201,49.50807920775372,91.65458105584564,67.70855253302025,36.3352242302687,35.932908264683455,40.07764079139275,24.162416368369023,57.22528564501097,0.0,52.343378364139824,35.284275347097136,56.66180126574088,18.007982306157796
10.160024314283598,31.587399558266366,36.43803555020316,38.69280117553589,53.239091959836216,29.24171114178091,23.860351014621934,52.88527145247918,32.01659241057644,44.24458924279206,28.45971834793466,25.182488862368768,30.58208107947275,23.846351239349328,29.084539503295776,20.65099511460787,52.343378364139824,0.0,19.552171292151108,13.62630095064551,34.35093786834678
18.875214359104046,18.531134087411406,16.948379236727423,28.003445367291565,34.744606428162896,20.350843369692214,38.14264751664332,69.0644536130011,37.63624581017974,63.42537884959234,33.62426931711519,8.169787899885426,28.621019531048702,9.790824910288007,16.60280517829035,22.898505479611753,35.284275347097136,19.552171292151108,0.0,29.559627371899868,17.920013159109256
11.232949898457322,44.5127329522409,46.11688487788213,52.12165691551353,64.29924586922392,30.28309187890357,31.656105659362485,55.681754723323046,22.193891913920012,35.227254905564315,40.67514573770052,36.718997601481206,26.45480433949402,36.175210699183765,32.52555404200515,34.01832570681789,56.66180126574088,13.62630095064551,29.559627371899868,0.0,39.60914689101754
28.652685115137405,30.76087556506512,15.819535340430726,40.008428290604265,33.436203561589444,12.863263554528158,55.62531801937362,86.29648492435523,37.13024874134665,74.83070137928941,51.34689897495948,21.152565748114853,23.99497224772177,24.709178607413037,7.877429460453635,40.65230945400613,18.007982306157796,34.35093786834678,17.920013159109256,39.60914689101754,0.0
